source_name,source_link,event_id,event_date,event_title,event_description,location_description,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,max_rainfall_7d,elevation_m,slope_deg,location_accuracy_km,is_rain_triggered,landslide_size_encoded,FAOSOIL,DOMSOI
Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6282,2014-09-22 00:00:00,Lalmati,"Flash flood and landslides continued to cause devastation in Guwahati for the second day today with the death toll due to landslip rising to four. Two persons died in two separate incidents of landslides in Lalmati and Dakhingaon, whereas a woman was injured in another landslide incident at Batahghuli.",Lalmati,landslide,rain,small,urban,1.0,0.0,India,IN,Assam,2000.0,Dispur,3.87279,91.7747,26.1097,126.76,191.59,231.7,266.59,126.76,58.0,2.260732414259265,5.0,True,1.0,Nd2-2b,Nd
E-PAO,http://e-pao.net/GP.asp?src=1..020815.aug15,7388,2015-08-01 00:00:00,Senam,"At Senam and Tengnoupal, Some people of the two villages vacated their respective houses and shifted their belongings to a safer place as crack has been developed due to landslide in the village.",Senam,landslide,continuous_rain,medium,unknown,0.0,0.0,India,IN,Manipur,30418.0,Kakching,14.9647,94.0984,24.416,3.7,100.7,118.29,201.72,76.06,1368.0,20.935033326099376,5.0,True,2.0,Bh16-2/3c,Bh
E-PAO,http://www.indiablooms.com/EnvironmentDetailsPage/environmentDetails190810a.php,2281,2010-08-19 18:00:00,"Kisima, Nagaland","At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.","Kisima, Nagaland",landslide,downpour,medium,above_road,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,11.44167,94.11603493,25.61560252,10.84,27.29,62.5,70.46,12.04,1610.0,29.53602090910925,5.0,True,2.0,Ao76-2/3c,Ao
Indian Express,http://indianexpress.com/article/india/india-others/several-houses-swept-away-in-mudslide-in-the-mizoram-town-of-phullen/,7780,2015-08-26 00:00:00,Sailam village,"A few casualties have been reported, including a driver in his 20s who later died in a hospital after the vehicle he was driving was buried by a landslide near Sailam village, about 75 kms south of Aizawl, this past weekend.",Sailam village,landslide,continuous_rain,medium,above_road,1.0,0.0,India,IN,Mizoram,5963.0,Thenzawl,5.91871,92.7878,23.3572,2.74,4.43,57.97,225.14,24.72,1370.0,9.18427544441587,5.0,True,2.0,Bd61-2c,Bd
E-PAO,http://e-pao.net/GP.asp?src=21..020815.aug15,7370,2015-08-01 00:00:00,between Moltuk to New Songjang village,one landslide between Moltuk to New Songjang village,between Moltuk to New Songjang village,landslide,continuous_rain,medium,above_road,0.0,0.0,India,IN,Manipur,30418.0,Kakching,41.50847,94.1078,24.1419,2.09,71.58,85.55,145.97,50.65,1171.0,33.37106500187469,5.0,True,2.0,Bh16-2/3c,Bh
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/flash-floods-landslides-in-arunachal-pradesh/757817.html,3776,2011-07-15 18:00:00,Itanagar/Naharlagur/Nirjuli,"Meanwhile, massive rains have caused havoc in Seppa depositing boulders and loose sediments in various places in the township. The main thoroughfare Bazaarline and ALC line have been hit hard by the ravaging flood. Landslips also disrupted water supply in the twin capital cities of Itanagar and Naharlagun since yesterday. The 300 mm diameter ductile iron pipe carrying water from Nyroch river, one of the major sources that feeds about eight thousand population of Naharlagun and Nirjuli, was washed away at Tarajuli last evening. Flashflood cut off Seijosa in East Kameng district from rest of the state forcing people to abandon their homes and damaged colonies, mainly the medical, teacher and veterinary colonies, besides damaging the approach road to the government higher secondary school boys hostel, the sources added.",Itanagar/Naharlagur/Nirjuli,landslide,downpour,small,unknown,0.0,0.0,India,IN,Arunachal Pradesh,26912.0,Naharlagun,2.95672,93.7145,27.125,22.61,108.87,132.86,237.04,55.16,128.0,5.56896198426521,5.0,True,1.0,Be82-a,Be
www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0NDY0Nw%3D%3D-jp8K0A7ZhsM%3D,5421,2013-08-30 00:00:00,"Yakshu, Nagaland","It was also learnt that last week, a road excavator of the BRTF, which was at the site, clearing the landslide, was carried away about 20 feet below the road by heavy mudslide.","Yakshu, Nagaland",mudslide,unknown,medium,unknown,0.0,0.0,India,IN,Nagaland,33748.0,Tuensang,22.58609,94.9731,26.4205,7.63,44.85,79.68,126.35,24.73,690.0,25.176293155000685,5.0,False,2.0,Bh16-2/3c,Bh
dnaindia,http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,2573,2010-10-09 00:00:00,"Haflong, Assam","One person has died and both road and railway links between Assam's North Cachar Hills district and the rest of the country has been completely cut-off following continuous heavy rainfall for the last two days, official sources said here today.  One person, identified as 45-year old Isak Indu, died last night when his house was washed away by mudslides in Haflong town.","Haflong, Assam",mudslide,downpour,medium,unknown,1.0,0.0,India,IN,Assam,39982.0,Hāflong,1.88273,93.0083,25.1796,31.14,154.03,172.87,195.88,86.18,688.0,6.536941433448177,5.0,True,2.0,Ao76-2/3c,Ao
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-05-27/guwahati/29591193_1_dima-hasao-landslide-traffic-movement,3532,2011-05-24 00:00:00,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam","May 27, 2011, 12.15pm IST  SILCHAR: Traffic movement on the Silchar-Haflong Road (NH-54) has been hit following heavy landslide in a 200-metre area on the highway. The situation is expected to remain the same for the next two months.  According to reports, the landslide took place on Tuesday evening due to heavy rainfall in the Barail Hills range. Two rice-laden trucks also went under the debris. Officials said soil, mud, trees and debris came down to the road from the adjoining hills at Reko near Harangajao, 25 km from Haflong, the headquarters of Dima Hasao district. About 200 meters stretch of the road was washed away due to the impact of the mudslip, an official said on Thursday.  Sources said two trucks, which were on their way to Haflong from Silchar, went under the debris. However, there was no report of any casualty, the sources added. The trucks were loaded with rice meant for midday meal at schools in Dima Hasao.  ""The stretch of the road where the landslide took place has v","Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",complex,downpour,medium,unknown,0.0,0.0,India,IN,Assam,39982.0,Hāflong,18.40848,92.8551,25.0888,15.2,50.01,141.96,173.02,47.2,260.0,26.254074995372054,10.0,True,2.0,Ao76-2/3c,Ao
The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7266,2015-07-22 00:00:00,Yangkhullen-Tamphung road till Nagaland border,"Torrential rain in the last many days has created havoc in many places of Senapati district. Sources specified of major landslides in different locations including 15 kms from Maram, 22 kms to 30 kms between Sangkhumai and Willong, Willong-Yangkhullen stretch and Yangkhullen-Tamphung road till Nagaland border.",Yangkhullen-Tamphung road till Nagaland border,landslide,continuous_rain,medium,above_road,0.0,0.0,India,IN,Manipur,92113.0,Kohima,29.57629,93.8794,25.5098,10.3,41.39,117.9,163.55,33.49,1646.0,15.451697691723982,10.0,True,2.0,Bh16-2/3c,Bh
The New Indian Express,http://www.newindianexpress.com/nation/Woman-Child-Killed-in-Assam-Landslide/2015/09/01/article3005012.ece,7923,2015-09-01 00:00:00,Amingaon,"A mother and her child were killed in a landslide at Amingaon area of Kamrup (Rural) district of Assam this morning, police said.  NDRF personnel from the nearby Changsari camp rushed to the spot and recovered their bodies from under a stone.  The woman has been identified as Sumita Khaklary and the child as Rashmi Khaklary.  The landslide occurred following heavy rainfall for the past few days.  A district official said that construction was banned in Kalipahar area but encroachment was continuing.  The matter would be investigated, he said.",Amingaon,landslide,rain,medium,unknown,2.0,0.0,India,IN,Assam,26388.0,Rangia,16.56364,91.72137514,26.49349035,10.67,74.71,148.2,265.34,32.22,60.0,1.388921568190823,10.0,True,2.0,Ao79-a,Ao
gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",2166,2010-07-29 00:00:00,"Highway 53 at Tupul, Tamenglong district","As per media report a landslide triggered by rains occurred on 29th July, 2010 on the National Highway 53 at Tupul area in Tamenglong district. The landslide disturbed the connection of Manipur with Silchar.","Highway 53 at Tupul, Tamenglong district",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,7176.0,Mahur,45.33486,93.5027,24.9786,19.68,36.42,58.59,105.31,19.68,1312.0,18.801212904229484,10.0,True,2.0,Bh16-2/3c,Bh
Indian Express,http://indianexpress.com/article/india/india-others/mizoram-aizawl-houses-swept-away-graves-damaged-by-rain-and-landslide/,7836,2015-08-27 00:00:00,"National Highway 54, at Kawnpui town","National Highway 54, the state’s lifeline, has also been blocked in several places, including at Kawnpui town","National Highway 54, at Kawnpui town",landslide,downpour,medium,above_road,0.0,0.0,India,IN,Mizoram,11043.0,Sāitlaw,12.62554,92.6724,24.042,5.48,9.52,37.7,191.48,13.11,808.0,6.133310012526581,10.0,True,2.0,Bd61-2c,Bd
www.morungexpress.com,http://www.morungexpress.com/local/103875.html,5336,2013-08-16 00:00:00,"Tobu, Nagaland","Besides massive mudslide near Yakshu field, multiple landslide/ mudslides along the Tobu road between 71 BRTF camp to Kimang river have occurred affecting the roads by washing away culverts and blocking the roads. All minor landslides/mudslides have been cleared by the BRTF. The landslide and mudslide have also affected many paddy fields of that area.","Tobu, Nagaland",landslide,rain,medium,unknown,0.0,0.0,India,IN,Nagaland,33748.0,Tuensang,18.0996,94.9439,26.3897,39.28,53.14,98.45,217.87,39.28,522.0,5.15715117338214,10.0,True,2.0,Bh16-2/3c,Bh
www.thehindubusinessline.com,http://www.thehindubusinessline.com/news/states/landslide-blocks-polo-river-in-arunachal-pradesh/article4996075.ece,5250,2013-08-01 00:00:00,"Polo River At Polosang, Arunachal Pradesh","Arunachal Pradesh Government today sounded red alert following reports of a massive landslide which blocked the flow of Polo river at Polosang last week, reversing the flow of its water toward China. Disaster management Director Y. W. Ringu alerted Kurung Kumey Deputy Commissioner and SP to take steps to evacuate the people living in flood-prone lower belt along Kurung river, to safer places to avoid loss of life and property, official sources informed. Polo is a major tributary of Kurung River in Sarli circle of remote Kurung Kumey district in the State.","Polo River At Polosang, Arunachal Pradesh",mudslide,rain,medium,unknown,0.0,0.0,India,IN,Arunachal Pradesh,0.0,Douyu,58.34526,93.0515,27.8837,9.91,35.1,51.34,158.27,16.08,1585.0,44.95634585071402,10.0,True,2.0,Ao80-2bc,Ao
morungexpress,http://www.morungexpress.com/frontpage/69382.html,3916,2011-08-13 08:00:00,"Chumukedima, Dimapur","22 mudslides, 4 major slides. Road closed","Chumukedima, Dimapur",mudslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,135860.0,Dimāpur,17.73969,93.8067,25.7713,9.88,16.2,56.43,116.38,16.74,234.0,6.172125181758627,10.0,True,2.0,Ao76-2/3c,Ao
morungexpress,http://www.morungexpress.com/local/69559.html,3683,2011-07-01 00:00:00,NH-61 between Botsa and Chiechama,500 ft stretch of road affected by landslide.  Triggered by continuous rain,NH-61 between Botsa and Chiechama,landslide,downpour,medium,unknown,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,23.41407,94.1739,25.8782,19.89,41.75,91.78,141.73,21.69,1349.0,23.36421636275217,10.0,True,2.0,Ao76-2/3c,Ao
www.assamtribune.com,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul1613/oth06,5084,2013-07-12 23:00:00,"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland","Inter-State bus services in Manipur have been suspended for the past three days following the landslide on the National Highway near Kohima on Friday night. A 200 feet stretch of National Highway (NH 2) near Phesama village close to Kisama Naha heritage site in NagalandÕs Kohima district which connects Manipur with the rest of the country, has been washed away following heavy downpour on July 12 night.","National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,6.5252,94.1167,25.616,18.68,107.07,129.82,199.35,51.78,1589.0,29.56631726951452,10.0,True,2.0,Ao76-2/3c,Ao
news.oneindia,http://news.oneindia.in/2010/09/04/strategicroad-link-cut-off-due-to-landslide-insikkim.html,2392,2010-09-04 00:00:00,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim","Gangtok, Sep.4 (ANI): Incessant rains in the last few weeks have caused extensive landslides in Sikkim, as on Saturday, vehicular traffic on the road connecting Gangtok with Nathu La located along the India-China border came to a standstill due to landslides. Named the Jawaharlal Nehru Marg, the road holds high strategic importance for the movement of troops and their supplies.  It is also viewed as important for cross border trade and tourists who enjoy the rare experience of visiting the Nathu La Pass.  The worst affected spot has been ""the 17th mile"" where the road has been washed away to the extent of around 350 metres.  Reportedly, a gradient has slid down by 50 to 60 metres and a portion of the army barracks was badly damaged by the landslide.","17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Sikkim,30700.0,Gangtok,12.9691,88.7334,27.3702,2.0,17.97,46.09,133.54,12.81,3523.0,13.824212020761683,10.0,True,2.0,I-Bh-U-c,I
Indian Express,http://indianexpress.com/article/india/india-news-india/west-bengal-rains-landslips-affect-life-in-north-of-state-3079833/,9604,2016-10-12 00:00:00,Legship,"Another landslip occurred at Legship, near the tourist spot of Pelling, in Sikkim severely affecting road traffic movement between Darjeeling and Legship, officials said.",Legship,landslide,continuous_rain,medium,above_road,0.0,0.0,India,IN,Sikkim,1147.0,Namchi,13.56522,88.2891,27.2676,14.2,33.71,54.64,78.0,17.16,604.0,48.99498819683531,10.0,True,2.0,Bd32-2bc,Bd
One India News,http://news.oneindia.in/india/flood-landslides-in-arunachal-pradesh-1504142.html,6200,2014-08-17 00:00:00,Arunachal Pradesh/Itanagar,lat/long  27.086901	93.60861,Arunachal Pradesh/Itanagar,landslide,downpour,large,unknown,0.0,0.0,India,IN,Arunachal Pradesh,44971.0,Itānagar,0.12577,93.6086,27.0869,4.65,43.69,146.25,214.99,58.57,316.0,9.327683683775282,10.0,True,3.0,Be82-a,Be
E-PAO,http://e-pao.net/GP.asp?src=22..010815.aug15,7364,2015-07-31 09:00:00,Phungyar road,Massive landslide along the Phungyar road under Ukhrul District cut off Phungya Sub-Division from the rest the state on Friday.,Phungyar road,landslide,continuous_rain,medium,below_road,0.0,0.0,India,IN,Manipur,8797.0,Yairipok,34.80209,94.3551,24.819,79.86,103.04,118.66,224.46,79.86,1597.0,26.68126632136219,10.0,True,2.0,Bh16-2/3c,Bh
kanglaonline,http://www.kanglaonline.com/index.php?template=headline&newsid=48686&typeid=2,1108,2009-08-20 00:00:00,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road","Landslides on the Imphal-Tamenglong (IT) road have put the people of Tamei, Tamenglong district in difficult times as the stock of essential supplies required for daily use are running short and the concerned department of the state government is not doing anything about the matter, said Poujeng, chairman of Tamei headquarter authority. Due to the intermittent rains, landslides have occurred at 3/4 places on the IT road between Kangpokpi-Tamei and Tamei-Tamenglong at present and new landslides.","Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,7176.0,Mahur,44.34393,93.5,24.9925,5.16,18.51,97.15,140.85,42.82,1218.0,11.982789615605451,10.0,True,2.0,Bh16-2/3c,Bh
Indian Express,http://indianexpress.com/article/india/india-others/several-houses-swept-away-in-mudslide-in-the-mizoram-town-of-phullen/,7778,2015-08-26 00:00:00,Phullen’s main road,"At least three houses have been swept away by a mudslide and several others vacated in a north-eastern Mizoram town, an official said Wednesday, the latest in several weather-related incidents that have damaged property and caused hardship in the remote state over the past one week.",Phullen’s main road,mudslide,continuous_rain,medium,above_road,0.0,0.0,India,IN,Mizoram,3962.0,Darlawn,22.71629,93.0514,23.8447,3.95,11.51,44.23,141.39,9.76,1086.0,27.867464228189014,10.0,True,2.0,Bh16-2/3c,Bh
www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,5275,2013-08-04 00:00:00,"Suruhuto Town, Nagaland","Incessant torrential rain, which began Sunday at around 11.30 p.m. has completely cut off Suruhuto town from the rest of the state. In a press release, NGZPMC joint secretary Hotoshe Sema said all three links connecting Zunheboto, Mokokchung and Tuensang have been cut off. Road to Zunheboto has been  blocked in 5-6 places and Mokokchung road has been blocked in two places near Zhekuto and Longsa. The valleys of Nanga (Dikhu), Phizo and Tizu, known as rice bowls of Suruhuto Area has been damaged by floods and landslides. Many terrace fields and canals have been washed away by flood. A team of Nanga (Dikhu) Greener Zone Project Management Committee (NGZPMC) who were on GPS mapping of Community Conserved Area (CCA) has been stranded at Nanga valley owing to flood. Log bridges connecting Phuye New/Old and Suruhuto/Surumi/Aichi Saghemi villages have been washed away. Travelers from Tuensang to Kohima/Dimapur via Suruhuto-Coco shortcut road have been requested to take the via Mokokchung rout","Suruhuto Town, Nagaland",landslide,monsoon,medium,unknown,0.0,0.0,India,IN,Nagaland,34021.0,Mokokchūng,21.25445,94.6055,26.1498,5.78,14.93,47.43,91.56,17.14,1699.0,30.860938989120513,10.0,True,2.0,Ao76-2/3c,Ao
